gene	protein id
CG10214	FBpp0083854
CG10375	FBpp0083849
CG10375	FBpp0289905
tst	FBpp0083853
tst	FBpp0306916
CG10208	FBpp0083852
Nup98-96	FBpp0083851
Nup98-96	FBpp0293109
Nup98-96	FBpp0306915
tbrd-1	FBpp0083911
tbrd-1	FBpp0423269
Ndc1	FBpp0083879
CG13601	FBpp0083908
CG13601	FBpp0303395
CG13599	FBpp0083881
RpS19b	FBpp0083905
RpS19b	FBpp0304717
CG5854	FBpp0083882
CG12268	FBpp0083900
CG12268	FBpp0083901
CG12268	FBpp0300414
AP-1sigma	FBpp0083884
AP-1sigma	FBpp0293576
AP-1sigma	FBpp0293577
AP-1sigma	FBpp0307231
CG13603	FBpp0083897
CG5902	FBpp0083889
CG5902	FBpp0083890
CG5902	FBpp0290388
Epp	FBpp0083896
Epp	FBpp0112187
Epp	FBpp0112188
Epp	FBpp0112189
Epp	FBpp0303396
Mettl3	FBpp0083917
Miro	FBpp0083980
Miro	FBpp0083981
Miro	FBpp0292857
Miro	FBpp0302814
spas	FBpp0083918
spas	FBpp0083919
spas	FBpp0302812
spas	FBpp0311932
spas	FBpp0401487
spas	FBpp0401488
CG6000	FBpp0306940
CG6000	FBpp0309807
CG10694	FBpp0083927
CG18428	FBpp0083928
CG18428	FBpp0308350
CG13605	FBpp0289929
CG13607	FBpp0083970
CG13607	FBpp0293087
Root	FBpp0293091
Root	FBpp0308351
Root	FBpp0308352
GatB	FBpp0083969
Npc2f	FBpp0083933
Kal1	FBpp0083934
CG6178	FBpp0083935
Myo95E	FBpp0083963
Myo95E	FBpp0083964
Myo95E	FBpp0099956
Myo95E	FBpp0099957
Myo95E	FBpp0099958
Myo95E	FBpp0302593
TBC1d7	FBpp0083936
mRpS24	FBpp0083962
CG5510	FBpp0083961
CG13606	FBpp0083938
CG13606	FBpp0110091
CG13606	FBpp0307395
CG13606	FBpp0310671
CG5515	FBpp0083959
CG5515	FBpp0083960
CG5515	FBpp0307396
CG5515	FBpp0311410
CG6204	FBpp0083940
CG17786	FBpp0083957
Spps	FBpp0083950
Spps	FBpp0303408
CG13609	FBpp0083945
Spase22-23	FBpp0083949
Spase22-23	FBpp0293581
beta-PheRS	FBpp0084021
CG6356	FBpp0083985
CG5715	FBpp0084018
Rrp5	FBpp0084016
Dis3	FBpp0083989
Dis3	FBpp0306666
CG6432	FBpp0083990
CG6432	FBpp0311939
CG5746	FBpp0084014
CG5746	FBpp0084015
CG5746	FBpp0271790
CG5746	FBpp0271791
CG5746	FBpp0306668
CG5746	FBpp0306669
CG5746	FBpp0306670
CG6454	FBpp0271831
CG6454	FBpp0271832
CG6454	FBpp0303399
CG6454	FBpp0428432
Golgin84	FBpp0084013
CG18528	FBpp0084012
CG5762	FBpp0084011
CG17784	FBpp0084010
CG13613	FBpp0292615
CG13614	FBpp0083998
CG17782	FBpp0084008
CG17781	FBpp0084007
CG17780	FBpp0084005
CG17780	FBpp0084006
CG5768	FBpp0306937
CG5768	FBpp0306938
CG5768	FBpp0428097
CG13615	FBpp0084001
CG13616	FBpp0084002
CG13616	FBpp0311468
DZIP1	FBpp0084025
DZIP1	FBpp0306441
CG13622	FBpp0288409
Jhbp12	FBpp0084027
CG6607	FBpp0084028
CG13623	FBpp0084059
CG13623	FBpp0306445
Cftr	FBpp0088845
Cftr	FBpp0297167
REPTOR	FBpp0084052
REPTOR	FBpp0084053
REPTOR	FBpp0084054
REPTOR	FBpp0084055
REPTOR	FBpp0110092
REPTOR	FBpp0110093
REPTOR	FBpp0311399
CG13625	FBpp0084051
Syx18	FBpp0084050
atl	FBpp0084036
atl	FBpp0084037
atl	FBpp0311413
puf	FBpp0084047
puf	FBpp0084048
puf	FBpp0297302
puf	FBpp0303340
puf	FBpp0303341
puf	FBpp0308280
CG6695	FBpp0088854
CG6695	FBpp0088855
CG13627	FBpp0084065
CG13627	FBpp0084066
CG13627	FBpp0308358
Polr2L	FBpp0084067
CG13630	FBpp0084120
CG5805	FBpp0084118
CG5805	FBpp0308362
CG13634	FBpp0084117
Ets96B	FBpp0089401
Ets96B	FBpp0308361
Ude	FBpp0304087
Ude	FBpp0304088
Ude	FBpp0311405
polybromo	FBpp0084115
CG6980	FBpp0084076
Saf-B	FBpp0084078
Saf-B	FBpp0304085
Saf-B	FBpp0352253
Saf-B	FBpp0352254
sosie	FBpp0084079
sosie	FBpp0084080
sosie	FBpp0300415
CG7006	FBpp0084082
Nct	FBpp0084083
Nct	FBpp0291079
Nct	FBpp0297224
Nct	FBpp0306637
CAH4	FBpp0084107
CAH4	FBpp0300840
CG13640	FBpp0084105
CG7016	FBpp0084084
Srg1	FBpp0084104
CG3744	FBpp0306641
CG3744	FBpp0306642
CG3744	FBpp0306643
CG3744	FBpp0306644
CG11089	FBpp0084087
CG11089	FBpp0292528
CG11069	FBpp0084089
CG10845	FBpp0084090
CG11168	FBpp0084091
CG11168	FBpp0297226
CG11168	FBpp0307938
CG11168	FBpp0307939
Mink	FBpp0084092
Trf4-2	FBpp0084094
Trf4-2	FBpp0307940
CG11771	FBpp0084123
Nmnat	FBpp0084124
Nmnat	FBpp0084125
Nmnat	FBpp0307941
Nmnat	FBpp0422970
tnc	FBpp0296947
tnc	FBpp0296948
beta4GalT7	FBpp0084130
EMC6	FBpp0084172
Smg6	FBpp0084171
Ythdf	FBpp0084169
Ythdf	FBpp0084170
Ythdf	FBpp0112193
Ythdf	FBpp0306574
CG11786	FBpp0112194
CG11790	FBpp0084135
CG11790	FBpp0084136
CG11790	FBpp0306570
CG11791	FBpp0084137
CG11791	FBpp0084138
CG11791	FBpp0112195
CG11791	FBpp0306571
veli	FBpp0084162
veli	FBpp0290878
PQBP1	FBpp0084140
CG11839	FBpp0293261
CG11836	FBpp0084142
CG11836	FBpp0084143
CG11836	FBpp0112196
CG11836	FBpp0291596
CG11836	FBpp0291597
CG11836	FBpp0291598
CG11836	FBpp0301202
CG11836	FBpp0423042
shams	FBpp0112197
CG11920	FBpp0084144
Nepl16	FBpp0112198
Mocs2B	FBpp0084157
Bili	FBpp0290884
Bili	FBpp0291378
Bili	FBpp0291379
Bili	FBpp0291380
Bili	FBpp0291381
Bili	FBpp0291382
Bili	FBpp0311466
danr	FBpp0084155
dan	FBpp0084178
dan	FBpp0303320
dan	FBpp0303321
CG13653	FBpp0084179
CG13654	FBpp0084180
CG13654	FBpp0308363
CG13654	FBpp0308364
Saysd1	FBpp0084247
Alg9	FBpp0084183
Cad96Cb	FBpp0290312
Cad96Cb	FBpp0291505
Cad96Cb	FBpp0308367
Sil1	FBpp0084244
Jhbp7	FBpp0084184
to	FBpp0084185
to	FBpp0308365
CG11854	FBpp0308366
RpS27	FBpp0084242
RpS27	FBpp0293236
Nup37	FBpp0084187
Nup37	FBpp0304467
Nup358	FBpp0084188
Nup358	FBpp0293235
Rer1	FBpp0084189
Rer1	FBpp0312547
Kdsr	FBpp0084241
CG11858	FBpp0084190
RIOK2	FBpp0084191
CR13656	
CG11889	FBpp0100074
CG11889	FBpp0310851
CG11891	FBpp0422605
CG11891	FBpp0422606
CG11878	FBpp0084196
CG10513	FBpp0112997
CG10514	FBpp0084238
CG11892	FBpp0088587
CG11892	FBpp0088588
CG13658	FBpp0271869
CG11893	FBpp0084202
CG13659	FBpp0084203
CG10550	FBpp0084231
CG10550	FBpp0084232
CG10550	FBpp0297095
CG10559	FBpp0288380
CG10553	FBpp0084227
CG10560	FBpp0084226
CG10562	FBpp0084225
CHKov2	FBpp0084223
CG10669	FBpp0084222
CG10669	FBpp0289911
ND-49L	FBpp0271773
alrm	FBpp0084220
Vps33B	FBpp0084210
CG4553	FBpp0084214
MED28	FBpp0084211
XNP	FBpp0084212
XNP	FBpp0084213
XNP	FBpp0311051
XNP	FBpp0311052
CG5116	FBpp0084251
CG5116	FBpp0309866
CG5112	FBpp0084252
CG5107	FBpp0084253
CG5111	FBpp0084254
CG4582	FBpp0084270
CG5079	FBpp0084257
CG5071	FBpp0084258
CG5071	FBpp0084259
CG5071	FBpp0293345
CG5071	FBpp0352252
Npl4	FBpp0084266
Npl4	FBpp0084267
Npl4	FBpp0289954
Ssadh	FBpp0084265
Ssadh	FBpp0100024
Ssadh	FBpp0100025
Ssadh	FBpp0100026
Ssadh	FBpp0289952
jigr1	FBpp0084260
jigr1	FBpp0084261
jigr1	FBpp0084262
jigr1	FBpp0084263
jigr1	FBpp0112199
jigr1	FBpp0112200
jigr1	FBpp0307556
jigr1	FBpp0401569
Lgr3	FBpp0084273
CG4730	FBpp0084308
CG4730	FBpp0303781
CG4730	FBpp0303782
CG5039	FBpp0084274
CG4743	FBpp0084307
Idh3g	FBpp0084275
Idh3g	FBpp0112201
Idh3g	FBpp0112202
Idh3g	FBpp0112203
RpL27	FBpp0084306
RpL27	FBpp0303778
RpL27	FBpp0303779
RpL27	FBpp0303780
CLS	FBpp0084303
CLS	FBpp0084304
CLS	FBpp0084305
CLS	FBpp0303777
CG17198	FBpp0084298
CG17198	FBpp0310940
CG17197	FBpp0288643
CG17196	FBpp0084296
CG17196	FBpp0291387
CG17196	FBpp0307969
CG17195	FBpp0084295
CG4956	FBpp0084294
CG4960	FBpp0084293
CG4960	FBpp0311937
CG5024	FBpp0084276
CG5024	FBpp0291174
CG17770	FBpp0084277
CG14354	FBpp0084279
alpha4GT2	FBpp0289406
CG5886	FBpp0084281
CG5890	FBpp0308302
CG5890	FBpp0308303
CG5890	FBpp0423186
SppL	FBpp0084283
SppL	FBpp0084284
SppL	FBpp0084285
SppL	FBpp0290043
SppL	FBpp0290044
SppL	FBpp0310535
CG5913	FBpp0084312
Sodq	FBpp0084313
Sodq	FBpp0301061
Mco3	FBpp0084314
CG14546	FBpp0084357
CCAP-R	FBpp0293006
CCAP-R	FBpp0428160
CG14540	FBpp0084322
Vps2	FBpp0084340
Sld5	FBpp0084348
CG14543	FBpp0084341
PIG-P	FBpp0084347
RpL34a	FBpp0084345
RpL34a	FBpp0084346
RpL34a	FBpp0291564
Trmt61	FBpp0084342
Trmt61	FBpp0312340
CG14551	FBpp0084344
CG14551	FBpp0307987
dysf	FBpp0112205
dysf	FBpp0112206
dysf	FBpp0289845
CG14556	FBpp0271897
CG6142	FBpp0084360
CG6073	FBpp0084375
CG6073	FBpp0298343
CG12290	FBpp0084363
CG12290	FBpp0308679
CG6154	FBpp0289627
CG6154	FBpp0289628
Nil	FBpp0084399
ppk15	FBpp0112207
Ald2	FBpp0084378
Ald2	FBpp0297647
CG5447	FBpp0084384
CG5447	FBpp0303185
CG14237	FBpp0303186
CG14238	FBpp0084386
CG5455	FBpp0084387
CG5455	FBpp0084388
plum	FBpp0291419
plum	FBpp0291420
plum	FBpp0293586
plum	FBpp0310537
TwdlM	FBpp0084401
TwdlP	FBpp0084430
TwdlB	FBpp0084429
TwdlL	FBpp0084427
TwdlL	FBpp0084428
TwdlO	FBpp0084426
TwdlK	FBpp0084425
TwdlJ	FBpp0113030
TwdlN	FBpp0084403
TwdlS	FBpp0084406
TwdlD	FBpp0084407
TwdlQ	FBpp0084421
CG6425	FBpp0084419
Wdr20	FBpp0084418
Wdr20	FBpp0308349
CG14245	FBpp0100004
CG14245	FBpp0308347
CG6403	FBpp0084416
CG6403	FBpp0308348
CG14247	FBpp0084415
IntS12	FBpp0084433
CG5500	FBpp0084436
CG14252	FBpp0084439
Spag1	FBpp0084440
CG6330	FBpp0084456
CG6330	FBpp0084457
Tsp97E	FBpp0084454
Tsp97E	FBpp0271818
Tsp97E	FBpp0307707
Tsp97E	FBpp0311006
Tsp97E	FBpp0311007
CG5521	FBpp0084441
CG5521	FBpp0290357
CG14253	FBpp0084442
CG14253	FBpp0084443
CG14253	FBpp0084444
CG14253	FBpp0084445
CG14253	FBpp0084446
CG14253	FBpp0304090
TwdlC	FBpp0084447
CG6296	FBpp0084450
CG6295	FBpp0084449
CG17192	FBpp0084523
CG17191	FBpp0084522
CG6283	FBpp0084521
CG6277	FBpp0084520
CG6271	FBpp0084519
Nep5	FBpp0112208
Nep5	FBpp0304093
Nep5	FBpp0304094
Nep5	FBpp0311984
CG14257	FBpp0288839
CG14257	FBpp0304091
Cpr97Ea	FBpp0084506
Cpr97Ea	FBpp0304092
Cpr97Eb	FBpp0084505
CG14258	FBpp0084473
CG14259	FBpp0084474
Jhbp11	FBpp0423054
Jhbp11	FBpp0423055
CAH9	FBpp0084503
gb	FBpp0084502
gb	FBpp0311411
gb	FBpp0312562
CG6066	FBpp0084501
CG5880	FBpp0084478
CG5882	FBpp0084479
CG6059	FBpp0084500
CG6051	FBpp0112209
CG6051	FBpp0293587
CG6051	FBpp0308371
grass	FBpp0084481
grass	FBpp0084482
CG5909	FBpp0084484
CG17991	FBpp0084491
CG5984	FBpp0084551
TTLL6B	FBpp0084550
CG14262	FBpp0084547
CG14260	FBpp0084527
CG14260	FBpp0306776
CG5934	FBpp0084528
mrt	FBpp0084544
mrt	FBpp0297113
mrt	FBpp0297114
mrt	FBpp0297115
mrt	FBpp0297116
mrt	FBpp0297117
CG3368	FBpp0084533
bigmax	FBpp0084543
CG3339	FBpp0271700
CG3330	FBpp0084540
CG13978	FBpp0084552
Cyp6a18	FBpp0084553
Cyp6a18	FBpp0308423
Gr98a	FBpp0084554
CG5402	FBpp0084583
CG13972	FBpp0084582
CG12885	FBpp0423293
CG12885	FBpp0423294
CG5646	FBpp0084580
CG5639	FBpp0084572
dsd	FBpp0290604
dsd	FBpp0307234
CG5612	FBpp0084570
Tusp	FBpp0291745
Tusp	FBpp0291746
Tusp	FBpp0307232
Tusp	FBpp0307233
CG5611	FBpp0084569
CG5611	FBpp0310721
Mtl	FBpp0084561
Mtl	FBpp0084562
Mtl	FBpp0084563
unc80	FBpp0303141
unc80	FBpp0303142
unc80	FBpp0303143
unc80	FBpp0303144
unc80	FBpp0303145
Hsdl2	FBpp0084585
CG12883	FBpp0084586
CROT	FBpp0084608
CROT	FBpp0084609
CROT	FBpp0084607
CROT	FBpp0084605
CROT	FBpp0402836
CROT	FBpp0402837
CG12877	FBpp0099868
Or98a	FBpp0084595
CG12426	FBpp0289327
CG5003	FBpp0084641
mRpS22	FBpp0084616
CG12259	FBpp0084639
BCAS2	FBpp0084638
NSD	FBpp0084636
NSD	FBpp0307022
BOD1	FBpp0084621
BOD1	FBpp0084622
BOD1	FBpp0290366
BOD1	FBpp0307020
BOD1	FBpp0307021
mfrn	FBpp0084635
Gp93	FBpp0084623
CG4951	FBpp0084634
CG4951	FBpp0112210
Nep7	FBpp0084624
CG4884	FBpp0084633
CG4884	FBpp0310941
CG4849	FBpp0084626
CG4815	FBpp0084629
UQCR-14L	FBpp0084648
CG12516	FBpp0290886
Gfat2	FBpp0084666
Moca-cyp	FBpp0084655
Moca-cyp	FBpp0084656
Moca-cyp	FBpp0289575
Or98b	FBpp0312615
beat-VI	FBpp0084658
beat-VI	FBpp0305528
Myst5	FBpp0084659
mIF2	FBpp0084662
CG9986	FBpp0084673
CG10011	FBpp0084688
CG9988	FBpp0084674
CG14062	FBpp0084687
Sid	FBpp0084676
snu	FBpp0084677
snu	FBpp0084678
snu	FBpp0292406
snu	FBpp0293624
snu	FBpp0293625
snu	FBpp0307763
AstA-R2	FBpp0084685
AstA-R2	FBpp0300864
AstA-R2	FBpp0307766
CG10000	FBpp0084684
CG9997	FBpp0084683
CG9997	FBpp0307765
aqrs	FBpp0084682
intr	FBpp0084680
Prp39	FBpp0084691
Prp39	FBpp0084692
Prp39	FBpp0084694
Prp39	FBpp0112211
Prp39	FBpp0112213
CG1523	FBpp0084724
CG1647	FBpp0084695
CG1647	FBpp0307740
Nepl17	FBpp0084697
Nepl18	FBpp0084698
Nepl19	FBpp0084718
Nepl20	FBpp0084699
CG11828	FBpp0300825
DIP-gamma	FBpp0084716
wat	FBpp0084714
CG14518	FBpp0084710
eIF4E6	FBpp0084713
eIF4E6	FBpp0291677
eIF4E6	FBpp0291678
CG1951	FBpp0084711
beta4GalNAcTB	FBpp0084788
Slu7	FBpp0084787
CG11837	FBpp0084729
CG11841	FBpp0084730
CG11842	FBpp0084731
CG11843	FBpp0084732
CG11843	FBpp0311966
Sirt7	FBpp0084733
Bicra	FBpp0084734
Bicra	FBpp0303331
Bicra	FBpp0303332
Bicra	FBpp0303333
alpha-Man-Ib	FBpp0084785
Pdhb	FBpp0084735
Pdhb	FBpp0084736
Pdhb	FBpp0084737
Pdhb	FBpp0084738
Atg14	FBpp0084739
Ctl2	FBpp0084740
Ctl2	FBpp0084741
Ctl2	FBpp0084742
dgt6	FBpp0084783
Alg13	FBpp0084782
superdeath	FBpp0084751
superdeath	FBpp0084752
superdeath	FBpp0307389
CG14511	FBpp0084781
CG11882	FBpp0084780
CG11882	FBpp0307390
rdog	FBpp0084755
rdog	FBpp0084756
CG11898	FBpp0271768
jus	FBpp0112215
jus	FBpp0112216
jus	FBpp0306600
jus	FBpp0306601
CG14515	FBpp0084758
Mesh1	FBpp0084776
Cyt-c1L	FBpp0084775
Brd8	FBpp0084763
CG14507	FBpp0112217
CG11951	FBpp0422992
CG14506	FBpp0306897
CG14506	FBpp0306898
CG2321	FBpp0084802
CG2321	FBpp0306446
CG2006	FBpp0084793
CG2006	FBpp0292508
CG2310	FBpp0084799
CG2310	FBpp0084800
Diedel	FBpp0084794
FipoQ	FBpp0084795
FipoQ	FBpp0084796
FipoQ	FBpp0305389
Trc8	FBpp0084797
Trc8	FBpp0084798
Trc8	FBpp0089379
Trc8	FBpp0305390
ND-20L	FBpp0084806
ND-20L	FBpp0308934
CG7567	FBpp0084838
CG11470	FBpp0084837
CG11470	FBpp0308927
CG7568	FBpp0303326
CG7568	FBpp0303327
CG1907	FBpp0084813
ppk21	FBpp0084814
ppk21	FBpp0304713
ppk20	FBpp0084832
ppk20	FBpp0304715
ppk20	FBpp0304716
ppk30	FBpp0084815
ppk30	FBpp0304714
Obp99a	FBpp0084816
Obp99a	FBpp0308292
ppk19	FBpp0084817
Cap-D2	FBpp0084818
CG7582	FBpp0084830
CG7582	FBpp0300558
Obp99c	FBpp0084829
Obp99c	FBpp0305401
dmrt99B	FBpp0084820
Obp99d	FBpp0084821
Obp99b	FBpp0084828
Obp99b	FBpp0305400
CG15506	FBpp0084822
Naa40	FBpp0084827
Kul	FBpp0084826
Kul	FBpp0308774
Kul	FBpp0308775
CIA30	FBpp0084839
Gnpnat	FBpp0084840
Gnpnat	FBpp0084841
Gnpnat	FBpp0297241
Gnpnat	FBpp0301950
Gnpnat	FBpp0303328
Gnpnat	FBpp0305954
Gnpnat	FBpp0305955
IntS11	FBpp0084842
fig	FBpp0084904
Rnb	FBpp0084903
Etfb	FBpp0084901
Etfb	FBpp0084902
CG7789	FBpp0084849
Vps16B	FBpp0084899
CG7829	FBpp0084897
neo	FBpp0084851
neo	FBpp0084852
Atg16	FBpp0084894
Atg16	FBpp0084895
Atg16	FBpp0084896
Atg16	FBpp0308289
Prtl99C	FBpp0290959
Prtl99C	FBpp0290960
Prtl99C	FBpp0308288
Cad99C	FBpp0084854
Cad99C	FBpp0292214
dgt1	FBpp0084893
dgt1	FBpp0307014
dgt1	FBpp0308967
CG7824	FBpp0088866
CG7824	FBpp0292154
CG15514	FBpp0084889
CG15514	FBpp0307013
RpS8	FBpp0099686
RpS8	FBpp0301957
RpS8	FBpp0311986
RpS8	FBpp0311987
Zip99C	FBpp0088859
Zip99C	FBpp0088860
Zip99C	FBpp0088861
Zip99C	FBpp0088862
Zip99C	FBpp0088863
Zip99C	FBpp0088864
Zip99C	FBpp0292151
Zip99C	FBpp0292152
Zip99C	FBpp0292153
CG15517	FBpp0084881
CG15515	FBpp0304702
Capa	FBpp0084880
CG15522	FBpp0084869
CG15522	FBpp0303773
eIF2Balpha	FBpp0084874
Vps13B	FBpp0084871
Vps13B	FBpp0290049
CG7896	FBpp0084911
CG7903	FBpp0084973
CG7903	FBpp0306761
Sas-6	FBpp0084912
CG15525	FBpp0084929
CG11504	FBpp0084913
CG11504	FBpp0084914
CG11504	FBpp0084915
Tace	FBpp0084916
Tace	FBpp0084917
Nph	FBpp0084971
Nph	FBpp0112220
CG7912	FBpp0084970
CG7920	FBpp0084968
CG7920	FBpp0306760
Mgat2	FBpp0084967
Mgat2	FBpp0099836
Mgat2	FBpp0306759
RpS28a	FBpp0084966
ZIPIC	FBpp0084965
CG7943	FBpp0084925
CG7943	FBpp0084926
CG15528	FBpp0292332
Jasper	FBpp0084927
Jasper	FBpp0302568
Rpp14b	FBpp0084928
AdoR	FBpp0084947
AdoR	FBpp0306720
CG15529	FBpp0084933
CG15529	FBpp0312535
CG11498	FBpp0291718
CG11498	FBpp0402900
CG1983	FBpp0084940
CG1983	FBpp0308325
CG15530	FBpp0084934
CG15530	FBpp0084935
CG15530	FBpp0308323
CG9747	FBpp0084939
CG9747	FBpp0311990
CG15531	FBpp0084938
CG9743	FBpp0084937
RpS7	FBpp0088439
RpS7	FBpp0088440
RpS7	FBpp0088970
RpS7	FBpp0308324
CG9737	FBpp0085001
CG9733	FBpp0085000
CG9733	FBpp0311347
CG9682	FBpp0311422
CG9682	FBpp0311423
CG18404	FBpp0084982
CG15535	FBpp0084993
CG15535	FBpp0312129
mRpS18C	FBpp0084989
CG15536	FBpp0084992
CG2218	FBpp0084991
CG2218	FBpp0308287
CG15533	FBpp0084990
CG15534	FBpp0085006
CG15537	FBpp0112222
CG15537	FBpp0308286
Osi23	FBpp0303323
CG2224	FBpp0085053
CG2224	FBpp0303776
CDase	FBpp0085007
CDase	FBpp0085008
CDase	FBpp0085009
CDase	FBpp0085010
CDase	FBpp0085011
CDase	FBpp0303775
PH4alphaEFB	FBpp0085012
Jon99Fii	FBpp0085052
Jon99Fi	FBpp0085014
PH4alphaSG2	FBpp0085015
PH4alphaNE1	FBpp0085050
CG15539	FBpp0085017
CG15539	FBpp0110158
CG15539	FBpp0311346
PH4alphaNE2	FBpp0085047
CG9698	FBpp0085019
CG9702	FBpp0085026
CG9702	FBpp0307554
CG9702	FBpp0307555
Rpt6R	FBpp0085042
CG9717	FBpp0085041
CG2246	FBpp0085035
CG2246	FBpp0085036
CG2246	FBpp0085037
CG2246	FBpp0085038
CG2246	FBpp0085039
CG2246	FBpp0085040
CG2246	FBpp0291519
CG2246	FBpp0291761
CG2246	FBpp0291762
CG2246	FBpp0291763
CG2246	FBpp0291764
CG2246	FBpp0291765
CG2246	FBpp0291766
CG2246	FBpp0307422
CG2246	FBpp0307423
CG2246	FBpp0307424
CG2267	FBpp0085034
CG2267	FBpp0307421
Spn100A	FBpp0085060
CG12069	FBpp0085090
CG12069	FBpp0307433
eIF4H2	FBpp0085061
eIF4H2	FBpp0308596
CG11313	FBpp0307429
CG11313	FBpp0307430
CG15543	FBpp0085062
CG15543	FBpp0311975
Npc2g	FBpp0085085
Npc2g	FBpp0297402
Npc2h	FBpp0085083
Npc2h	FBpp0085084
Npc2h	FBpp0297401
dj-1beta	FBpp0401456
CG15544	FBpp0085070
CG15544	FBpp0307397
Cpr100A	FBpp0085072
CG15545	FBpp0085081
CG15546	FBpp0085080
CG12071	FBpp0311048
CG12071	FBpp0311049
CG12071	FBpp0312354
CG12071	FBpp0312355
CG15547	FBpp0085077
CG15549	FBpp0085114
CG15550	FBpp0085113
CG15548	FBpp0085093
CG11317	FBpp0085103
CG11317	FBpp0306614
CG15553	FBpp0288640
Mayo	FBpp0085101
CG15554	FBpp0085098
Ktch	FBpp0085099
Ktch	FBpp0301139
Ktch	FBpp0301140
Oadh	FBpp0085117
CG1542	FBpp0085119
CG15561	FBpp0085137
ATPsynC	FBpp0085134
ATPsynC	FBpp0085135
ATPsynC	FBpp0085136
ATPsynC	FBpp0293652
ATPsynC	FBpp0297347
CG12054	FBpp0085120
CG12054	FBpp0112224
CG12054	FBpp0307391
CG12054	FBpp0307392
CG15563	FBpp0085133
CG15564	FBpp0085132
mRpL32	FBpp0085121
CG1750	FBpp0085129
CAH6	FBpp0112225
ppk24	FBpp0085126
pHCl-2	FBpp0085128
pHCl-2	FBpp0312576
CG1607	FBpp0085146
CG1607	FBpp0085147
CG1607	FBpp0306616
CG1607	FBpp0306617
PNPase	FBpp0085172
PNPase	FBpp0085173
PNPase	FBpp0290103
PNPase	FBpp0306620
Loxl1	FBpp0085171
CG11334	FBpp0085169
CG11334	FBpp0085170
CG11334	FBpp0306623
CG11333	FBpp0085150
mey	FBpp0085151
mey	FBpp0312018
nyo	FBpp0290097
nyo	FBpp0290098
CG1635	FBpp0085157
CG1638	FBpp0112227
CG1774	FBpp0085159
CG1774	FBpp0310455
RpL6	FBpp0085165
RpL6	FBpp0085166
CycG	FBpp0085160
CycG	FBpp0085161
CycG	FBpp0085163
CycG	FBpp0085164
CycG	FBpp0305520
Mnat9	FBpp0085227
Mnat9	FBpp0307962
CG1792	FBpp0085180
pasha	FBpp0085181
pasha	FBpp0307960
pasha	FBpp0307961
kek6	FBpp0085182
kek6	FBpp0303140
Zmynd8	FBpp0085184
Zmynd8	FBpp0085185
CG11550	FBpp0085226
CstF50	FBpp0085224
CG11563	FBpp0085192
Tbca	FBpp0085195
CG1896	FBpp0085196
salt	FBpp0290137
salt	FBpp0308328
Smvt	FBpp0085219
sip3	FBpp0085201
sip3	FBpp0303146
CG2126	FBpp0085216
CG2126	FBpp0303147
Mccc1	FBpp0085214
Mccc1	FBpp0085215
Mccc1	FBpp0300203
Mccc1	FBpp0300204
Ir100a	FBpp0085205
CG1971	FBpp0085206
CG1971	FBpp0085207
CG1971	FBpp0293661
CG1971	FBpp0310456
Rift	FBpp0085211
RhoGAP100F	FBpp0291389
RhoGAP100F	FBpp0291390
RhoGAP100F	FBpp0291391
RhoGAP100F	FBpp0293136
RhoGAP100F	FBpp0293137
RhoGAP100F	FBpp0301565
RhoGAP100F	FBpp0310142
RhoGAP100F	FBpp0310143
CG2003	FBpp0085229
CG2003	FBpp0085230
CG2003	FBpp0310676
Pos	FBpp0085232
Pos	FBpp0310457
Arl4	FBpp0088220
Arl4	FBpp0300568
Arl4	FBpp0305833
Abcd1	FBpp0088213
Abcd1	FBpp0088214
Abcd1	FBpp0088215
Abcd1	FBpp0088216
Abcd1	FBpp0088217
Abcd1	FBpp0300567
yellow-h	FBpp0088184
CG1674	FBpp0088185
CG1674	FBpp0088188
CG1674	FBpp0290020
CG1674	FBpp0290021
CG1674	FBpp0290022
CG1674	FBpp0290023
CG1674	FBpp0290024
CG1674	FBpp0300429
CG1674	FBpp0300430
CG1674	FBpp0305827
Syt7	FBpp0088202
Syt7	FBpp0089328
Syt7	FBpp0088205
Syt7	FBpp0296938
Syt7	FBpp0310439
Zip102B	FBpp0088201
Zip102B	FBpp0305837
Zip102B	FBpp0309503
Zip102B	FBpp0309504
Hcf	FBpp0088194
Hcf	FBpp0088195
Hcf	FBpp0298368
Hcf	FBpp0306551
Hcf	FBpp0311451
lgs	FBpp0088180
Asator	FBpp0289571
Asator	FBpp0289572
Asator	FBpp0289573
Asator	FBpp0305124
Asator	FBpp0305125
Asator	FBpp0305126
Asator	FBpp0305127
Asator	FBpp0305128
Asator	FBpp0311183
ND-49	FBpp0088174
ND-49	FBpp0305832
CG1909	FBpp0088148
CG1909	FBpp0088149
mav	FBpp0088172
Gat	FBpp0088909
Gat	FBpp0088910
Ekar	FBpp0088171
Ekar	FBpp0110206
Ekar	FBpp0311188
CG11360	FBpp0088160
CG11360	FBpp0302676
CG11360	FBpp0302677
CG11360	FBpp0302678
MED26	FBpp0088313
MED26	FBpp0088314
PIP4K	FBpp0099992
PIP4K	FBpp0099993
Kif3C	FBpp0088260
CG11155	FBpp0088259
CG11155	FBpp0088258
CG11155	FBpp0305854
Cals	FBpp0088271
Cals	FBpp0088272
Cals	FBpp0305853
Cals	FBpp0311392
Polr1G	FBpp0088285
Polr1G	FBpp0311038
