gene	protein id
Lkb1	FBpp0082281
Lkb1	FBpp0082282
Lkb1	FBpp0082283
Lkb1	FBpp0290703
omd	FBpp0082313
omd	FBpp0306597
omd	FBpp0306598
CG14367	FBpp0082287
Adgf-D	FBpp0082310
Adgf-C	FBpp0082289
CG9312	FBpp0082293
Cht5	FBpp0082294
CG9297	FBpp0082295
CG9297	FBpp0082296
CG9297	FBpp0305393
CG9297	FBpp0305394
CG9297	FBpp0305395
CG9286	FBpp0082298
CG14362	FBpp0082344
Art9	FBpp0082342
Art6	FBpp0082341
CG9926	FBpp0082340
CG9926	FBpp0312483
Kots	FBpp0082339
Cyp6d5	FBpp0088707
CG3061	FBpp0082332
CG9922	FBpp0082333
CG9922	FBpp0306412
foxo	FBpp0089343
foxo	FBpp0089344
foxo	FBpp0293589
foxo	FBpp0308010
foxo	FBpp0312334
Npc2b	FBpp0082349
Npc2b	FBpp0082350
CCHa1	FBpp0112144
CG9920	FBpp0082377
PK1-R	FBpp0099477
PK1-R	FBpp0296961
CG12402	FBpp0082374
CG12402	FBpp0303114
CG12402	FBpp0312362
Or88a	FBpp0082351
CG14357	FBpp0290495
Kif19A	FBpp0089282
twf	FBpp0082352
CG14356	FBpp0082369
CG14355	FBpp0082368
Recs1	FBpp0082367
CG3199	FBpp0082355
CG9649	FBpp0082363
CG9624	FBpp0082358
CG9616	FBpp0289336
CG14840	FBpp0082411
CG14841	FBpp0082410
CG14839	FBpp0082379
IFT54	FBpp0082383
Afti	FBpp0271899
Afti	FBpp0301706
Afti	FBpp0301707
Afti	FBpp0423206
ATPsynE	FBpp0082390
ATPsynE	FBpp0082391
ATPsynE	FBpp0292847
soti	FBpp0082399
HtrA2	FBpp0082446
HtrA2	FBpp0303078
mRpL11	FBpp0082412
CG8461	FBpp0082445
Cyp313a1	FBpp0082413
Pde6	FBpp0289559
Pde6	FBpp0303081
Pde6	FBpp0311378
CG14854	FBpp0112145
Jig	FBpp0082414
CG14851	FBpp0082415
CG8087	FBpp0082442
CG14852	FBpp0082416
CG8066	FBpp0082440
CG8066	FBpp0306974
CG7987	FBpp0082437
CG7987	FBpp0082438
CG14853	FBpp0082419
CG14853	FBpp0082420
CG14853	FBpp0306145
Cad88C	FBpp0310684
CG7886	FBpp0082435
CG3505	FBpp0082425
Hexim	FBpp0082426
Hexim	FBpp0082427
BigH1	FBpp0082428
CG7530	FBpp0082478
CG7530	FBpp0082479
CG7530	FBpp0082480
CG7530	FBpp0305475
smp-30	FBpp0082475
smp-30	FBpp0082476
smp-30	FBpp0307825
smp-30	FBpp0307826
CG7362	FBpp0304089
CG14855	FBpp0082450
CG14856	FBpp0082451
CG14857	FBpp0082452
CG3610	FBpp0082453
CG3631	FBpp0082456
CG3631	FBpp0113025
CG3631	FBpp0310751
Rrp6	FBpp0112147
Rrp6	FBpp0311911
UQCR-C1	FBpp0082459
UQCR-C1	FBpp0082460
Dph2	FBpp0082468
CG14860	FBpp0288414
Nup93-2	FBpp0082467
CG3817	FBpp0082462
RpS5b	FBpp0082465
RpS5b	FBpp0300392
Sdr	FBpp0082463
Sdr	FBpp0311935
CG14861	FBpp0082482
RpL10Aa	FBpp0082483
dpr9	FBpp0088403
dpr9	FBpp0311943
CG6974	FBpp0082501
CG6966	FBpp0112148
CG6966	FBpp0310753
CG6912	FBpp0082497
CG3984	FBpp0082484
CG3987	FBpp0082485
Mf	FBpp0082489
Mf	FBpp0082490
Mf	FBpp0082491
Mf	FBpp0082492
Mf	FBpp0082493
Mf	FBpp0291352
Mf	FBpp0291353
Mf	FBpp0291354
Mf	FBpp0291355
Mf	FBpp0291356
Mf	FBpp0297597
Mf	FBpp0297598
Mf	FBpp0297599
Mf	FBpp0306947
Mf	FBpp0306948
Mf	FBpp0311414
Mf	FBpp0311415
Gyc88E	FBpp0110261
Gyc88E	FBpp0297355
Gyc88E	FBpp0306946
Kpc1	FBpp0082488
Kpc1	FBpp0297356
Spn88Eb	FBpp0082594
Mau2	FBpp0082507
CG6654	FBpp0082593
CG4210	FBpp0082508
SIDL	FBpp0082592
CG12241	FBpp0082510
Art3	FBpp0082588
Art3	FBpp0082589
mRpS10	FBpp0082512
mRpS10	FBpp0082513
Amt	FBpp0112150
CG14864	FBpp0082582
CG14864	FBpp0110108
Zip88E	FBpp0288457
CG4338	FBpp0082525
CG14866	FBpp0082537
CG14866	FBpp0271913
CG6276	FBpp0082577
CG6236	FBpp0082575
CG6236	FBpp0082576
mRpL9	FBpp0082540
Cyfip	FBpp0082541
Nagk	FBpp0082573
Nagk	FBpp0306657
Tmtc4	FBpp0082545
Atg4b	FBpp0082569
Hibch	FBpp0082546
Hibch	FBpp0082547
Trax	FBpp0082549
Trax	FBpp0312597
CG14868	FBpp0082563
Ccm3	FBpp0082550
CG6136	FBpp0292327
CG6136	FBpp0292328
CG6136	FBpp0304807
h-cup	FBpp0082561
CG6125	FBpp0082559
CG6125	FBpp0082560
CG6125	FBpp0311938
CG6118	FBpp0112151
CG6118	FBpp0112152
CG6118	FBpp0306693
B9d1	FBpp0082599
Trissin	FBpp0289411
obe	FBpp0082601
maca	FBpp0082602
AOX2	FBpp0311435
AOX3	FBpp0082605
AOX3	FBpp0390664
AOX4	FBpp0082604
CG5399	FBpp0082618
CG5399	FBpp0306144
CG5404	FBpp0082619
CG4520	FBpp0082621
CG4520	FBpp0310752
CG12784	FBpp0082623
CG5623	FBpp0082651
Ttc26	FBpp0082624
CG5614	FBpp0082625
CG9590	FBpp0082626
Uros2	FBpp0082627
Acyp2	FBpp0082628
Acyp2	FBpp0306658
CG9593	FBpp0298032
CG4576	FBpp0082634
Arpc3A	FBpp0289797
Arpc3A	FBpp0306661
Pbp45	FBpp0082644
CG4546	FBpp0082638
Hmt-1	FBpp0082642
CG9632	FBpp0082639
CG9632	FBpp0082640
CG14877	FBpp0082703
EndoU	FBpp0082654
Fbxl7	FBpp0082655
CG5478	FBpp0082696
blp	FBpp0082657
blp	FBpp0311409
CG4287	FBpp0082694
CG4287	FBpp0290930
CG5516	FBpp0082666
CG5516	FBpp0291705
Rbf2	FBpp0082667
GATAe	FBpp0082672
GATAe	FBpp0292352
GATAe	FBpp0292353
Jhbp4	FBpp0082676
Jhbp5	FBpp0082691
Jhbp5	FBpp0307590
Jhbp5	FBpp0312591
CG5013	FBpp0082677
CG10185	FBpp0082689
sxe2	FBpp0082679
sxe2	FBpp0311471
Mic26-27	FBpp0082733
Mic26-27	FBpp0310464
Mic26-27	FBpp0312504
CG5916	FBpp0082705
CG5916	FBpp0310460
Fer2	FBpp0290923
Fer2	FBpp0310461
Fer2	FBpp0310462
Fer2	FBpp0310463
CG8925	FBpp0082707
CG8925	FBpp0112153
CG8927	FBpp0100146
CG8927	FBpp0310843
CG6126	FBpp0082730
Zip89B	FBpp0082720
CG6901	FBpp0082721
CG17929	FBpp0271727
CG17930	FBpp0082723
pad	FBpp0290729
CG14879	FBpp0082775
CG14879	FBpp0082776
CG14879	FBpp0306781
CG14879	FBpp0311432
CG10311	FBpp0082774
CG10311	FBpp0311397
CG17931	FBpp0082773
CG17931	FBpp0304486
CG17931	FBpp0311403
CG17931	FBpp0352242
js	FBpp0082770
js	FBpp0082771
CG10317	FBpp0289901
CG10317	FBpp0289902
Fntb	FBpp0082737
CG14881	FBpp0082738
CG14881	FBpp0082739
mRpS33	FBpp0082767
ema	FBpp0082766
ema	FBpp0100104
ema	FBpp0307946
Ttc1	FBpp0082765
Ttc1	FBpp0307945
CG14882	FBpp0082740
CG14882	FBpp0307944
CG10405	FBpp0110070
CG14883	FBpp0082742
Gyc89Da	FBpp0110262
Gyc89Da	FBpp0110263
Gyc89Db	FBpp0082745
Sdhaf3	FBpp0082759
Der-2	FBpp0082758
Cad89D	FBpp0290916
Gr89a	FBpp0088637
CG14891	FBpp0082752
CG14903	FBpp0082754
CG14892	FBpp0082777
CG12783	FBpp0304076
CG12783	FBpp0428222
CG17562	FBpp0082779
CG17560	FBpp0082780
CG14893	FBpp0290087
Ccdc114	FBpp0082802
Arl6IP1	FBpp0082786
Arl6IP1	FBpp0305875
CG10324	FBpp0082801
CG14907	FBpp0428205
VhaM9.7-d	FBpp0082809
CG18622	FBpp0082820
CG18622	FBpp0307994
CG18622	FBpp0312055
EMC2B	FBpp0082819
EMC2B	FBpp0307993
EMC2A	FBpp0082818
EMC2A	FBpp0307992
CG3534	FBpp0082813
Irc	FBpp0082814
Irc	FBpp0307989
CG8907	FBpp0082815
CG8907	FBpp0293795
Adsl	FBpp0082816
CG5225	FBpp0082830
CG4009	FBpp0293660
CG4009	FBpp0307991
CG18213	FBpp0293659
CG18213	FBpp0308300
CG18213	FBpp0308301
Trm7-32	FBpp0082832
bdwf	FBpp0082869
Ns1	FBpp0082867
mRpS11	FBpp0088833
Keap1	FBpp0082863
Keap1	FBpp0082864
Keap1	FBpp0082865
kuk	FBpp0082838
kuk	FBpp0082839
kuk	FBpp0297129
cal1	FBpp0082841
CG17477	FBpp0082859
CG17475	FBpp0082858
CG17475	FBpp0311977
CG4053	FBpp0292474
CG5246	FBpp0082846
CG5255	FBpp0082847
CG5265	FBpp0082848
TwdlW	FBpp0082856
m-cup	FBpp0082855
m-cup	FBpp0307972
Smug	FBpp0082850
CG5292	FBpp0082851
CG5292	FBpp0307971
Mur89F	FBpp0306505
Mur89F	FBpp0306506
beat-IIb	FBpp0082852
beat-IIb	FBpp0308315
beat-IIa	FBpp0082894
beat-IIa	FBpp0308313
Brf	FBpp0082893
Brf	FBpp0291523
Sur-8	FBpp0082888
Sur-8	FBpp0082889
Sur-8	FBpp0308614
Sur-8	FBpp0308615
CG17283	FBpp0082878
CG5860	FBpp0082879
CG5863	FBpp0082880
CG5866	FBpp0292767
CG14332	FBpp0082887
CG14331	FBpp0112156
cysu	FBpp0082883
CG14330	FBpp0082884
CG5823	FBpp0082929
CG5823	FBpp0302818
P5cr-2	FBpp0082895
P5cr-2	FBpp0082896
P5cr-2	FBpp0302816
P5cr-2	FBpp0302817
Prx3	FBpp0082927
Sgs5bis	FBpp0082901
sll	FBpp0082903
sll	FBpp0293851
CG14329	FBpp0082904
CG14327	FBpp0082906
CG14327	FBpp0311401
CG14324	FBpp0082925
CG14326	FBpp0082907
CG14323	FBpp0082924
AttD	FBpp0082908
CG14325	FBpp0288412
CG14322	FBpp0082910
CG14322	FBpp0303764
CG14322	FBpp0303765
CG14322	FBpp0310726
CG7523	FBpp0082923
alt	FBpp0088431
alt	FBpp0088432
alt	FBpp0088433
alt	FBpp0088434
alt	FBpp0088435
alt	FBpp0088963
alt	FBpp0307032
alt	FBpp0307033
CG7655	FBpp0082912
Atg8b	FBpp0082957
Atg8b	FBpp0312339
CG14321	FBpp0082935
TyrRII	FBpp0082936
TyrRII	FBpp0304482
TyrRII	FBpp0304483
TyrRII	FBpp0310947
TyrR	FBpp0082956
TyrR	FBpp0310845
TyrR	FBpp0311989
pasi1	FBpp0082937
pasi1	FBpp0293544
CG7379	FBpp0082953
CG17803	FBpp0082952
CG17803	FBpp0312514
CG17806	FBpp0082951
Nnk	FBpp0082950
CG17801	FBpp0304078
Odj	FBpp0082948
Alg1	FBpp0082947
CG12347	FBpp0082943
CG12347	FBpp0300749
CG7785	FBpp0082963
CG7794	FBpp0082964
bard	FBpp0082965
CG14316	FBpp0082968
CG14315	FBpp0082969
CG7218	FBpp0083043
CG7218	FBpp0310956
Prx5	FBpp0100079
Prx5	FBpp0100080
CG7215	FBpp0099676
CG7215	FBpp0289480
CG7208	FBpp0083038
CG7208	FBpp0083037
Arp5	FBpp0082979
Arp5	FBpp0307571
CG12321	FBpp0083036
MED17	FBpp0082980
CG14313	FBpp0083035
CG14314	FBpp0082982
CG7988	FBpp0082983
CG7183	FBpp0083030
CG7183	FBpp0307574
mTerf5	FBpp0083029
Non3	FBpp0082984
CG7168	FBpp0083028
CG7156	FBpp0083026
CG18598	FBpp0082991
CG12320	FBpp0083025
CG12320	FBpp0312513
CG18599	FBpp0082993
Vps39	FBpp0083022
CG7142	FBpp0083021
CG14312	FBpp0083020
CG8064	FBpp0082995
CG7131	FBpp0083018
Polr1E	FBpp0083015
CG7126	FBpp0428236
PKD	FBpp0083010
PKD	FBpp0083011
PKD	FBpp0083012
PKD	FBpp0083013
PKD	FBpp0288462
PKD	FBpp0303344
PKD	FBpp0303345
PKD	FBpp0307965
PKD	FBpp0307966
CG15803	FBpp0291514
CG15803	FBpp0311433
hmw	FBpp0082997
WRNexo	FBpp0083007
WRNexo	FBpp0291513
WRNexo	FBpp0308997
Nup43	FBpp0082998
CG7675	FBpp0083002
CG7675	FBpp0083003
CG7675	FBpp0083004
CG7675	FBpp0310903
CG7675	FBpp0310904
CG14309	FBpp0083001
cona	FBpp0083044
Vha100-4	FBpp0083073
Wdr37	FBpp0083070
CG7685	FBpp0083050
CG7685	FBpp0305964
CG10864	FBpp0083069
CG7691	FBpp0083051
CG7694	FBpp0083052
CG7694	FBpp0288650
CG7694	FBpp0310695
CG14304	FBpp0083059
CG14304	FBpp0112989
CG14304	FBpp0297099
Tssk	FBpp0083054
Tssk	FBpp0083056
Tssk	FBpp0297098
CG7695	FBpp0083108
CG14301	FBpp0288638
CG7702	FBpp0083079
CG7702	FBpp0083080
CG7706	FBpp0083082
ChT	FBpp0083083
ChT	FBpp0083084
Muc91C	FBpp0083102
Muc91C	FBpp0311446
CG14300	FBpp0099682
CG7714	FBpp0083101
CG7715	FBpp0083100
CG14302	FBpp0083088
PGS1	FBpp0083097
Epg5	FBpp0271890
Epg5	FBpp0293588
CG7720	FBpp0083093
CG7720	FBpp0083094
CG7720	FBpp0290417
CG7720	FBpp0290418
CG7720	FBpp0290419
CG7720	FBpp0308311
Octalpha2R	FBpp0083092
Octalpha2R	FBpp0303062
Octalpha2R	FBpp0305032
CG14298	FBpp0083109
CG14298	FBpp0306588
CG14297	FBpp0083110
CG14294	FBpp0083140
CG14292	FBpp0083139
EndoA	FBpp0083112
EndoA	FBpp0083113
EndoA	FBpp0306589
Sgsh	FBpp0083138
Mpc1	FBpp0083137
Mpc1	FBpp0306592
euc	FBpp0083136
euc	FBpp0293234
Smu1	FBpp0083135
Smu1	FBpp0293232
Smu1	FBpp0293233
CG6005	FBpp0083133
CG6005	FBpp0310441
CG14286	FBpp0083124
CG14285	FBpp0083125
CG6013	FBpp0083128
CG6026	FBpp0271809
mRpL55	FBpp0083168
CG6040	FBpp0083143
Cyp12a5	FBpp0083144
Cyp12a4	FBpp0083145
CG5835	FBpp0083165
CG11779	FBpp0083164
CG11779	FBpp0083163
CG11779	FBpp0307026
CG14282	FBpp0083148
CG5555	FBpp0083160
CG5555	FBpp0304474
CG11703	FBpp0083158
CG5250	FBpp0083157
Polr2M	FBpp0083151
unc79	FBpp0290906
unc79	FBpp0290907
unc79	FBpp0290908
unc79	FBpp0310905
unc79	FBpp0310906
CG5217	FBpp0083155
CG14280	FBpp0083152
CG14280	FBpp0311971
CG3581	FBpp0083189
CG3734	FBpp0083169
CG3734	FBpp0308296
CG18493	FBpp0083170
CG3739	FBpp0308297
Aptx	FBpp0083172
Aptx	FBpp0083173
Aptx	FBpp0083174
Aptx	FBpp0401601
CG11626	FBpp0112159
CG11626	FBpp0428080
CG3517	FBpp0083184
Scsalpha2	FBpp0083183
CG15025	FBpp0083182
Cpr92A	FBpp0083221
CG7333	FBpp0113045
CG7342	FBpp0083191
CG7342	FBpp0293287
CG17751	FBpp0271725
CG17752	FBpp0083193
CG16727	FBpp0083194
CG6231	FBpp0083217
CG6231	FBpp0083218
CG6231	FBpp0083219
CG6231	FBpp0083220
CG6231	FBpp0306943
CG6231	FBpp0306944
subdued	FBpp0083215
subdued	FBpp0083216
subdued	FBpp0291654
subdued	FBpp0306941
subdued	FBpp0306942
Nup58	FBpp0083195
CG6195	FBpp0083213
CG6184	FBpp0083211
CG6184	FBpp0311447
CG6184	FBpp0311448
CG7432	FBpp0290431
Acsx1L	FBpp0083209
Acsx1R	FBpp0083208
Acsx2	FBpp0083203
Acsx3	FBpp0083204
Acsx4	FBpp0083205
MICU3	FBpp0083223
MICU3	FBpp0083224
MICU3	FBpp0290338
MICU3	FBpp0307016
MICU3	FBpp0307017
MICU3	FBpp0307018
Mrm2	FBpp0083225
CG4572	FBpp0083269
CG4572	FBpp0083270
CG4572	FBpp0291533
CG4686	FBpp0083226
CG4686	FBpp0306422
Mrp5	FBpp0083268
Mrp5	FBpp0112162
Mrp5	FBpp0303067
Mrp5	FBpp0303068
Mrp5	FBpp0303069
CG17186	FBpp0083267
Arc42	FBpp0083227
CG4733	FBpp0290339
CG4733	FBpp0300985
CG4733	FBpp0300986
CG4733	FBpp0310665
ClpX	FBpp0083264
ClpX	FBpp0310666
ClpX	FBpp0310667
Surf6	FBpp0083263
RhoGAP92B	FBpp0083230
RhoGAP92B	FBpp0310727
RhoGAP92B	FBpp0310728
RhoGAP92B	FBpp0310729
RhoGAP92B	FBpp0310730
Xport-A	FBpp0083261
CG4465	FBpp0083260
CG4770	FBpp0083231
CG4462	FBpp0083259
CG4459	FBpp0083258
Hs6st	FBpp0083255
Hs6st	FBpp0307227
CG4783	FBpp0083232
CG4783	FBpp0310690
MED25	FBpp0083234
CG17190	FBpp0298347
PIG-L	FBpp0083252
PIG-L	FBpp0298346
PIG-L	FBpp0310553
CG4424	FBpp0083250
CG4854	FBpp0083239
trem	FBpp0083249
idc	FBpp0083240
Regnase-1	FBpp0083248
CG4390	FBpp0083245
CG4390	FBpp0083246
mdlc	FBpp0083244
CG10887	FBpp0083273
CG5023	FBpp0083275
CG17199	FBpp0083282
CG4367	FBpp0423078
CG4367	FBpp0423079
CG4362	FBpp0083308
Sag1	FBpp0083307
Sag1	FBpp0112164
Sirt2	FBpp0424325
Sirt2	FBpp0424326
Ir92a	FBpp0307906
MtnC	FBpp0083292
Tmlh	FBpp0083302
eIF3g2	FBpp0083293
Dic2	FBpp0306654
Or92a	FBpp0083295
MFS9	FBpp0083296
MFS9	FBpp0083297
CG5191	FBpp0083312
CG5191	FBpp0083313
CG5191	FBpp0083314
CG5191	FBpp0083315
CG5191	FBpp0083316
CG5191	FBpp0311408
CG10877	FBpp0083357
TFAM	FBpp0083355
TFAM	FBpp0083356
CG5412	FBpp0083317
Srp14	FBpp0271779
CG16953	FBpp0290027
Srp72	FBpp0083319
Pus1	FBpp0083351
Pus1	FBpp0291529
CG15923	FBpp0112166
CG15923	FBpp0303061
CG5466	FBpp0083321
Lrrk	FBpp0111700
Lrrk	FBpp0306702
Lrrk	FBpp0306703
Nep4	FBpp0083344
Nep4	FBpp0083345
Nep4	FBpp0306704
Cpr92F	FBpp0083327
CG4000	FBpp0083343
CG17267	FBpp0310532
Syp	FBpp0083365
Syp	FBpp0083366
Syp	FBpp0083367
Syp	FBpp0083368
Syp	FBpp0083369
Syp	FBpp0083370
Syp	FBpp0112168
Syp	FBpp0306763
Syp	FBpp0306764
Syp	FBpp0306765
Syp	FBpp0306766
Syp	FBpp0306767
Syp	FBpp0306768
Syp	FBpp0306769
Syp	FBpp0306770
Syp	FBpp0306771
Syp	FBpp0306772
Syp	FBpp0423032
Syp	FBpp0423033
Syp	FBpp0423034
Fancd2	FBpp0083399
CG17270	FBpp0083398
CG17270	FBpp0306773
CG17271	FBpp0083397
CG17271	FBpp0110120
CG17272	FBpp0083396
CG15695	FBpp0083374
CG15696	FBpp0083375
RpS30	FBpp0083376
RpS30	FBpp0083377
RpS30	FBpp0311976
KaiR1D	FBpp0083391
TotB	FBpp0083380
Ktl	FBpp0083390
Ktl	FBpp0312606
Grik	FBpp0083382
Grik	FBpp0307023
Grik	FBpp0307024
hdly	FBpp0083383
hdly	FBpp0112169
hdly	FBpp0306939
Alp5	FBpp0083450
CG5697	FBpp0083405
CG5697	FBpp0301145
CG5697	FBpp0301146
CG5697	FBpp0301147
CG12278	FBpp0083407
CG7079	FBpp0083445
CG7079	FBpp0311940
Jhbp15	FBpp0423056
dmrt93B	FBpp0083410
HHEX	FBpp0083439
RhoGAP93B	FBpp0083438
CG7044	FBpp0083437
Tbc1d22	FBpp0083411
Bdbt	FBpp0083435
CG5793	FBpp0293256
CG5793	FBpp0306057
CG5793	FBpp0306058
Obp93a	FBpp0083433
Ice2	FBpp0083418
Ice2	FBpp0112170
Trm7-34	FBpp0083432
Usp8	FBpp0083419
Usp8	FBpp0293257
cDIP	FBpp0083431
CG5810	FBpp0083429
Ddrgk1	FBpp0083451
Smyd5	FBpp0083507
Oga	FBpp0083452
CG3337	FBpp0083506
CG3337	FBpp0312515
Nelf-A	FBpp0083453
Nelf-A	FBpp0303402
Nelf-A	FBpp0308329
CG5892	FBpp0308330
ETHR	FBpp0083455
ETHR	FBpp0083456
ETHR	FBpp0308331
Idi	FBpp0083457
Idi	FBpp0289843
CG3308	FBpp0083501
CG3301	FBpp0083499
CG3301	FBpp0083500
CG3301	FBpp0308332
CG17298	FBpp0083458
SIFaR	FBpp0083497
SIFaR	FBpp0291029
aus	FBpp0083494
aus	FBpp0310362
aus	FBpp0310363
aus	FBpp0310364
Ugt49B2	FBpp0306935
CG7907	FBpp0112173
CG7907	FBpp0112174
CheB93a	FBpp0083488
Fancm	FBpp0083508
Fancm	FBpp0306724
sp3	FBpp0083511
sp3	FBpp0290429
sp3	FBpp0290430
sp3	FBpp0306725
sp3	FBpp0306726
CG15498	FBpp0083520
Jhbp16	FBpp0083512
CG5849	FBpp0083523
CG5849	FBpp0290387
Burs	FBpp0083529
CG6800	FBpp0083530
Polr1H	FBpp0083564
CG6569	FBpp0083553
CG6569	FBpp0083554
CG6569	FBpp0112175
CG6569	FBpp0306902
CG6656	FBpp0083537
fit	FBpp0083551
CG17819	FBpp0083550
dnd	FBpp0083549
CG6678	FBpp0083546
Qsox3	FBpp0083547
Qsox2	FBpp0083548
Theg	FBpp0083568
Idh3b	FBpp0083588
Idh3b	FBpp0290012
mRpL35	FBpp0083569
CG6028	FBpp0083584
Cchl	FBpp0083583
Cchl	FBpp0307185
CG13409	FBpp0083582
CG6015	FBpp0083581
Fadd	FBpp0083574
CG13408	FBpp0083577
BomT3	FBpp0083580
BomT3	FBpp0307184
CG13407	FBpp0083579
Gld2	FBpp0293575
Gld2	FBpp0301888
CG7084	FBpp0083599
CG7084	FBpp0290408
CG7084	FBpp0302820
CG7084	FBpp0311125
CG7080	FBpp0083601
CG13862	FBpp0083602
CG5391	FBpp0083635
CG5388	FBpp0083634
CG5388	FBpp0310633
CG5386	FBpp0083633
rdhB	FBpp0083603
rdhB	FBpp0302621
Sar1	FBpp0083604
Sar1	FBpp0083606
Sar1	FBpp0083607
Sar1	FBpp0089284
JMJD6	FBpp0083632
JMJD6	FBpp0303404
CG5382	FBpp0083630
Polr3F	FBpp0083629
Polr3F	FBpp0293863
CG7069	FBpp0083612
CG18596	FBpp0083613
CAH8	FBpp0083628
CAH8	FBpp0307976
CG7059	FBpp0083616
CG7059	FBpp0083617
CG7059	FBpp0083618
CG13857	FBpp0083627
CG13856	FBpp0083619
CG13855	FBpp0083620
CG13850	FBpp0083626
CG13850	FBpp0307975
Nop56	FBpp0083625
mats	FBpp0083624
mats	FBpp0307973
mats	FBpp0311400
pinta	FBpp0083690
pinta	FBpp0311970
CG13847	FBpp0290925
CG13847	FBpp0307974
CG12499	FBpp0083688
CG7054	FBpp0083647
Pebp1	FBpp0083648
CG5377	FBpp0083686
Nrx-1	FBpp0083649
Nrx-1	FBpp0290700
Nrx-1	FBpp0306674
Nrx-1	FBpp0306675
Nrx-1	FBpp0306676
Nrx-1	FBpp0306677
Nrx-1	FBpp0306678
Nrx-1	FBpp0306679
Nrx-1	FBpp0311420
Pfdn5	FBpp0083650
Pfdn5	FBpp0290701
CG5376	FBpp0083685
tHMG1	FBpp0083651
tHMG2	FBpp0083652
tHMG2	FBpp0290698
Octbeta1R	FBpp0083653
Octbeta1R	FBpp0099727
Octbeta1R	FBpp0290699
Octbeta1R	FBpp0304263
CG5346	FBpp0083682
CG5326	FBpp0083678
AdipoR	FBpp0083675
AdipoR	FBpp0083676
AdipoR	FBpp0083677
AdipoR	FBpp0301003
AdipoR	FBpp0306628
sit	FBpp0083674
CG6937	FBpp0083659
CG13843	FBpp0083662
CG17625	FBpp0083694
wfs1	FBpp0083727
wfs1	FBpp0291996
Nup133	FBpp0083695
Cyp6d4	FBpp0083697
CCAP	FBpp0083726
CCAP	FBpp0307015
CG6972	FBpp0083698
CG6972	FBpp0312598
CG13842	FBpp0311469
CG4907	FBpp0083723
RNF220	FBpp0083719
Takl2	FBpp0291414
Dcr-1	FBpp0083717
CG6985	FBpp0083701
HP1c	FBpp0083702
CG17141	FBpp0083715
Nepl13	FBpp0083712
Nepl14	FBpp0083711
Nepl15	FBpp0083710
Usp12-46	FBpp0083704
CG7029	FBpp0083705
CG7029	FBpp0112182
CG7029	FBpp0112183
CG7029	FBpp0301740
CG7029	FBpp0301741
CG7029	FBpp0310701
CG7031	FBpp0083706
CG7031	FBpp0308282
CG7031	FBpp0311449
CG13840	FBpp0308284
CG4704	FBpp0083707
CG4704	FBpp0308283
CG6660	FBpp0083731
Gbp3	FBpp0083733
Gbp3	FBpp0308308
Or94a	FBpp0083734
Or94b	FBpp0083735
CG6688	FBpp0083736
lmd	FBpp0083757
lmd	FBpp0307995
CG13833	FBpp0083755
CG13838	FBpp0083737
CG13837	FBpp0083738
CG17121	FBpp0083754
p53	FBpp0083752
p53	FBpp0083753
p53	FBpp0290979
p53	FBpp0311439
Ctns	FBpp0083750
Ctns	FBpp0310702
CG17111	FBpp0292542
CG6726	FBpp0083741
CG6726	FBpp0083742
CG6726	FBpp0310703
CG17110	FBpp0083743
CG17110	FBpp0307955
CG17110	FBpp0310704
CG17109	FBpp0083744
CG17109	FBpp0307956
CG6733	FBpp0083745
CG6738	FBpp0083746
Cow	FBpp0291232
Cow	FBpp0291233
Cow	FBpp0307957
Rassf	FBpp0083799
CenB1A	FBpp0083761
CenB1A	FBpp0083762
VhaAC39-2	FBpp0083793
CG13829	FBpp0083792
CG4467	FBpp0083782
CG4467	FBpp0110098
Rad60	FBpp0083780
Rad60	FBpp0290310
Rad60	FBpp0306566
Rad60	FBpp0306567
Rad60	FBpp0306568
Rad60	FBpp0306569
EloA	FBpp0083766
EloA	FBpp0083767
wda	FBpp0083779
Pex11c	FBpp0083768
Pex11c	FBpp0300234
CG6763	FBpp0083770
CG6763	FBpp0306564
wam	FBpp0083775
bb8	FBpp0083774
CG4408	FBpp0083823
CG4408	FBpp0308683
CG4393	FBpp0290307
CG4393	FBpp0308681
CG4393	FBpp0308682
CG17380	FBpp0289145
CG4374	FBpp0292405
CG4374	FBpp0302712
Ir94g	FBpp0271710
Ir94h	FBpp0271713
Irk2	FBpp0083817
Irk2	FBpp0083818
Irk2	FBpp0291073
Irk2	FBpp0308685
CG10177	FBpp0083816
Ugt303B3	FBpp0083812
Ugt303B1	FBpp0083811
Ugt303B1	FBpp0292541
Ugt303B2	FBpp0083810
CG10164	FBpp0083809
CG10164	FBpp0289812
beat-IV	FBpp0083825
beat-IV	FBpp0304700
CG10182	FBpp0083876
CG16723	FBpp0293153
CG10183	FBpp0271699
CG10184	FBpp0083872
GILT3	FBpp0083826
GILT2	FBpp0083827
CG16710	FBpp0292249
SPE	FBpp0083832
CG10252	FBpp0083866
CG10301	FBpp0112996
CG10300	FBpp0083837
CG10232	FBpp0311467
CG10365	FBpp0083838
CG10365	FBpp0083839
CG10365	FBpp0083840
CG10365	FBpp0083841
RanBP3	FBpp0083859
RanBP3	FBpp0307011
PTPMT1	FBpp0083844
PTPMT1	FBpp0083845
SdhD	FBpp0083857
udt	FBpp0083856
udt	FBpp0083855
Lsd-1	FBpp0083846
Lsd-1	FBpp0083847
Lsd-1	FBpp0083848
Lsd-1	FBpp0307010
